game_id,card_id,card_color,theme,points,label_fr,label_en,label_es
olm,olm_C437a,orange,olemimes,1,"Faire du ven entriglisse","Water sliding","Deslizarse por un tobogán acuático"
olm,olm_C437b,orange,olemimes,1,"Faire un tour de magie","Doing a magic trick","Hacer un truco de magia"
olm,olm_C438a,orange,olemimes,1,"Bisou esqu quimau","Eskimo kiss","Beso esquimal"
olm,olm_C438b,orange,olemimes,1,"Jouer avec un yoyo","Playing with a yo-yo","Jugar con un yoyó"
olm,olm_C439a,orange,olemimes,1,"S'asseoir sur un cactus","Sitting on a cactus","Sentarse en un cactus"
olm,olm_C439b,orange,olemimes,1,"Ventriloque","Ventriloquism","Ventriloquia"
olm,olm_C440a,orange,olemimes,1,"Cuisiner","Cooking","Cocinar"
olm,olm_C440b,orange,olemimes,1,"S'étouffer","Choking","Atragantarse"
olm,olm_C441a,orange,olemimes,1,"Jouer du piano","Playing the piano","Tocar el piano"
olm,olm_C441b,orange,olemimes,1,"Ouvrir un parapluie","Opening an umbrella","Abrir un paraguas"
olm,olm_C442a,orange,olemimes,1,"Danser","Dancing","Bailar"
olm,olm_C442b,orange,olemimes,1,"Faire une randonnée","Going hiking","Hacer senderismo"
olm,olm_C443a,orange,olemimes,1,"Se limer les ongles","Filing nails","Limarse las uñas"
olm,olm_C443b,orange,olemimes,1,"Accoucher","Giving birth","Dar a luz"
olm,olm_C444a,orange,olemimes,1,"Passer l'aspirateur","Vacuuming","Pasar la aspiradora"
olm,olm_C444b,orange,olemimes,1,"Donner son sang","Donating blood","Donar sangre"
olm,olm_C445a,orange,olemimes,1,"Jouer à \"Je te tiens, tu me tiens...\"","Playing \"Je te tiens, tu me tiens\"","Jugar a \"te tengo, me tienes\""
olm,olm_C445b,orange,olemimes,1,"Lancer un avion en papier","Throwing a paper airplane","Lanzar un avión de papel"
olm,olm_C446a,orange,olemimes,1,"Lécher une glace","Licking an ice cream","Lamer un helado"
olm,olm_C446b,orange,olemimes,1,"Faire du Paintball","Playing paintball","Jugar al paintball"
olm,olm_C447a,orange,olemimes,1,"Allumer une bougie","Lighting a candle","Encender una vela"
olm,olm_C447b,orange,olemimes,1,"Demander en mariage","Proposing marriage","Pedir matrimonio"

olm,olm_C001a,orange,olemimes,2,"Tennis","Tennis","Tenis"
olm,olm_C001b,orange,olemimes,2,"Babyfoot","Table football","Futbolín"
olm,olm_C002a,orange,olemimes,2,"E-sport","Esports","Esports"
olm,olm_C002b,orange,olemimes,2,"Lancer de javelot","Javelin throw","Lanzamiento de jabalina"
olm,olm_C003a,orange,olemimes,2,"Aquabike","Aquabike","Aquabike"
olm,olm_C003b,orange,olemimes,2,"Formule 1","Formula 1","Fórmula 1"
olm,olm_C004a,orange,olemimes,2,"Boxe thaïlandaise","Muay Thai","Muay Thai"
olm,olm_C004b,orange,olemimes,2,"Beach volley","Beach volleyball","Vóley playa"
olm,olm_C005a,orange,olemimes,2,"Roller","Roller skating","Patinaje"
olm,olm_C005b,orange,olemimes,2,"Triathlon","Triathlon","Triatlón"
olm,olm_C006a,orange,olemimes,2,"Claquettes","Tap dance","Claqué"
olm,olm_C006b,orange,olemimes,2,"Rallye","Rally racing","Rally"
olm,olm_C007a,orange,olemimes,2,"Karaté","Karate","Karate"
olm,olm_C007b,orange,olemimes,2,"Nager","Swimming","Nadar"
olm,olm_C008a,orange,olemimes,2,"Pêcher","Fishing","Pescar"
olm,olm_C008b,orange,olemimes,2,"Saut en parachute","Skydiving","Paracaidismo"
olm,olm_C009a,orange,olemimes,2,"Cyclisme","Cycling","Ciclismo"
olm,olm_C009b,orange,olemimes,2,"Baseball","Baseball","Béisbol"
olm,olm_C010a,orange,olemimes,2,"Curling","Curling","Curling"
olm,olm_C010b,orange,olemimes,2,"Squash","Squash","Squash"
olm,olm_C011a,orange,olemimes,2,"wilding","Wilderness survival","Supervivencia salvaje"
olm,olm_C011b,orange,olemimes,2,"Ski nautique","Water skiing","Esquí acuático"
olm,olm_C012a,orange,olemimes,2,"Le water-polo","Water polo","Waterpolo"
olm,olm_C012b,orange,olemimes,2,"Skateboard","Skateboarding","Skateboard"
olm,olm_C013a,orange,olemimes,2,"abdos","Sit-ups","Abdominales"
olm,olm_C013b,orange,olemimes,2,"Corde à sauter","Jump rope","Saltar la cuerda"
olm,olm_C014a,orange,olemimes,2,"Bras de fer","Arm wrestling","Pulseada"
olm,olm_C014b,orange,olemimes,2,"Vélo","Cycling","Ciclismo"
olm,olm_C015a,orange,olemimes,2,"Saut rche à la perch","Pole vault","Salto con pértiga"
olm,olm_C015b,orange,olemimes,2,"Bo","Martial arts staff","Bō"
olm,olm_C016a,orange,olemimes,2,"100m haies/110m haies","Hurdles race","Carrera de vallas"
olm,olm_C016b,orange,olemimes,2,"Biathlon","Biathlon","Biatlón"
olm,olm_C017a,orange,olemimes,2,"Plongée sous marine","Scuba diving","Buceo"
olm,olm_C017b,orange,olemimes,2,"Rugby","Rugby","Rugby"
olm,olm_C018a,orange,olemimes,2,"VTT","Mountain biking","Ciclismo de montaña"
olm,olm_C018b,orange,olemimes,2,"Bowling","Bowling","Boliche"
olm,olm_C019a,orange,olemimes,2,"Faire du bodybuilding","Bodybuilding","Culturismo"
olm,olm_C019b,orange,olemimes,2,"Badminton","Badminton","Bádminton"
olm,olm_C020a,orange,olemimes,2,"Football","Soccer","Fútbol"
olm,olm_C020b,orange,olemimes,2,"Kung fu","Kung Fu","Kung Fu"



olm,olm_C001a,pink,olesons,1,"Sweet Dreams - Eurythmics","Sweet Dreams - Eurythmics"
olm,olm_C001b,pink,olesons,1,"Ma philosophie - Amel Bent","Ma philosophie - Amel Bent"
olm,olm_C002a,pink,olesons,1,"All I Want for Christmas Is You - Mariah Carey","All I Want for Christmas Is You - Mariah Carey"
olm,olm_C002b,pink,olesons,1,"As It Was - Harry Styles","As It Was - Harry Styles"
olm,olm_C003a,pink,olesons,1,"Voyage voyage - Desireless","Voyage voyage - Desirele"
olm,olm_C003b,pink,olesons,1,"Il était un petit navire - Comptine","Il était un petit navire - Traditional"
olm,olm_C004a,pink,olesons,1,"Popcorn salé - Santa","Popcorn salé - Santa"
olm,olm_C004b,pink,olesons,1,"Ce rêve bleu - Aladdin","Ce rêve bleu - Aladdin"
olm,olm_C005a,pink,olesons,1,"Alexandrie Alexandra - Claude François","Alexandrie Alexandra - Claude François"
olm,olm_C005b,pink,olesons,1,"Un jour je marierai un ange - Pierre de Maere","Un jour je marierai un ange - Pierre de Maere"
olm,olm_C006a,pink,olesons,1,"Titanium - David Guetta ft. Sia","Titanium - David Guetta ft. Sia"
olm,olm_C006b,pink,olesons,1,"Inspecteur Gadget - Générique","Inspector Gadget - Theme"
olm,olm_C007a,pink,olesons,1,"Someone Like You - Adele","Someone Like You - Adele"
olm,olm_C007b,pink,olesons,1,"Alouette gentille alouette - Comptine","Alouette - Traditional"
olm,olm_C008a,pink,olesons,1,"Petit Papa Noël - Tino Rossi","Petit Papa Noël - Tino Rossi"
olm,olm_C008b,pink,olesons,1,"The Ketchup Song - Las Ketchup","The Ketchup Song - Las Ketchup"
olm,olm_C009a,pink,olesons,1,"Toi + moi - Grégoire","Toi + moi - Grégoire"
olm,olm_C009b,pink,olesons,1,"Un jour mon prince viendra - Blanche-Neige","Someday My Prince Will Come - Snow White"
olm,olm_C010a,pink,olesons,1,"Balance ton quoi - Angèle","Balance ton quoi - Angèle"
olm,olm_C010b,pink,olesons,1,"Allumer le feu - Johnny Hallyday","Allumer le feu - Johnny Hallyday"
olm,olm_C011a,pink,olesons,1,"Call Me Maybe - Carly Rae Jepsen","Call Me Maybe - Carly Rae Jepsen"
olm,olm_C011b,pink,olesons,1,"I Gotta Feeling - Black Eyed Peas","I Gotta Feeling - Black Eyed Peas"
olm,olm_C012a,pink,olesons,1,"La panthère rose - Henry Mancini","The Pink Panther - Henry Mancini"
olm,olm_C012b,pink,olesons,1,"Djadja - Aya Nakamura","Djadja - Aya Nakamura"
olm,olm_C013a,pink,olesons,1,"Emmenez-moi - Charles Aznavour","Emmenez-me - Charles Aznavour"
olm,olm_C013b,pink,olesons,1,"Whenever, Wherever - Shakira","Whenever, Wherever - Shakira"
olm,olm_C014a,pink,olesons,1,"Bohemian Rhapsody - Queen","Bohemian Rhapsody - Queen"
olm,olm_C014b,pink,olesons,1,"Mignon mignon - René la Taupe","Mignon mignon - René la Taupe"
olm,olm_C015a,pink,olesons,1,"Oops!... I Did It Again - Britney Spears","Oops!... I Did It Again - Britney Spears"
olm,olm_C015b,pink,olesons,1,"Bad Romance - Lady Gaga","Bad Romance - Lady Gaga"
olm,olm_C016a,pink,olesons,1,"Sous l’océan - La Petite Sirène","Under the Sea - The Little Mermaid"
olm,olm_C016b,pink,olesons,1,"Nightcall - Kavinsky","Nightcall - Kavinsky"
olm,olm_C240a,pink,olesons,1,"I kissed a girl - Katy Perry","I kissed a girl - Katy Perry","I kissed a girl - Katy Perry"
olm,olm_C240b,pink,olesons,1,"Shake it Off - Taylor Swift","Shake it Off - Taylor Swift","Shake it Off - Taylor Swift"
olm,olm_C241a,pink,olesons,1,"Ramenez la coupe à la maison - Vegedream","Ramenez la coupe à la maison - Vegedream","Ramenez la coupe à la maison - Vegedream"
olm,olm_C241b,pink,olesons,1,"Sapés comme jamais - Gims","Sapés comme jamais - Gims","Sapés comme jamais - Gims"
olm,olm_C242a,pink,olesons,1,"Blinding Lights - The Weeknd","Blinding Lights - The Weeknd","Blinding Lights - The Weeknd"
olm,olm_C242b,pink,olesons,1,"Tomber la chemise - Zebda","Tomber la chemise - Zebda","Tomber la chemise - Zebda"
olm,olm_C243a,pink,olesons,1,"Baby - Justin Bieber","Baby - Justin Bieber","Baby - Justin Bieber"
olm,olm_C243b,pink,olesons,1,"L'air du vent - Pocahontas","L'air du vent - Pocahontas","L'air du vent - Pocahontas"
olm,olm_C244a,pink,olesons,1,"La boulette - Diam's","La boulette - Diam's","La boulette - Diam's"
olm,olm_C244b,pink,olesons,1,"No woman no cry - Bob Marley","No woman no cry - Bob Marley","No woman no cry - Bob Marley"
olm,olm_C245a,pink,olesons,1,"L'Aziza - Daniel Balavoine","L'Aziza - Daniel Balavoine","L'Aziza - Daniel Balavoine"
olm,olm_C245b,pink,olesons,1,"La Tribu de Dana - Manau","La Tribu de Dana - Manau","La Tribu de Dana - Manau"
olm,olm_C246a,pink,olesons,1,"Happy - Pharrell Williams","Happy - Pharrell Williams","Happy - Pharrell Williams"
olm,olm_C246b,pink,olesons,1,"Ces soirées-là - Yannick","Ces soirées-là - Yannick","Ces soirées-là - Yannick"
olm,olm_C247a,pink,olesons,1,"I will survive - Gloria Gaynor","I will survive - Gloria Gaynor","I will survive - Gloria Gaynor"
olm,olm_C247b,pink,olesons,1,"I'm Blue (Da ba dee) - Eiffel 65","I'm Blue (Da ba dee) - Eiffel 65","I'm Blue (Da ba dee) - Eiffel 65"
olm,olm_C248a,pink,olesons,1,"Gimme! Gimme! Gimme! - ABBA","Gimme! Gimme! Gimme! - ABBA","Gimme! Gimme! Gimme! - ABBA"
olm,olm_C248b,pink,olesons,1,"Shallow - Bradley Cooper & Lady Gaga","Shallow - Bradley Cooper & Lady Gaga","Shallow - Bradley Cooper & Lady Gaga"
olm,olm_C249a,pink,olesons,1,"Bella Ciao - El Profesor","Bella Ciao - El Profesor","Bella Ciao - El Profesor"
olm,olm_C249b,pink,olesons,1,"Le dernier jour du disco - Juliette Armanet","Le dernier jour du disco - Juliette Armanet","Le dernier jour du disco - Juliette Armanet"
olm,olm_C250a,pink,olesons,1,"Ça m'énerve - Helmut Fritz","Ça m'énerve - Helmut Fritz","Ça m'énerve - Helmut Fritz"
olm,olm_C250b,pink,olesons,1,"Magic in the air - Magic System","Magic in the air - Magic System","Magic in the air - Magic System"
olm,olm_C251a,pink,olesons,1,"Sous le vent - Garou et Céline Dion","Sous le vent - Garou et Céline Dion","Sous le vent - Garou et Céline Dion"
olm,olm_C251b,pink,olesons,1,"Je t'aime - Lara Fabian","Je t'aime - Lara Fabian","Je t'aime - Lara Fabian"
olm,olm_C252a,pink,olesons,1,"Despacito - Luis Fonsi","Despacito - Luis Fonsi","Despacito - Luis Fonsi"
olm,olm_C252b,pink,olesons,1,"Thriller - Michael Jackson","Thriller - Michael Jackson","Thriller - Michael Jackson"
olm,olm_C253a,pink,olesons,1,"Say my Name - Destiny's Child","Say my Name - Destiny's Child","Say my Name - Destiny's Child"
olm,olm_C253b,pink,olesons,1,"La Marseillaise - Rouget de Lisle","La Marseillaise - Rouget de Lisle","La Marseillaise - Rouget de Lisle"
olm,olm_C254a,pink,olesons,1,"Single ladies (put a ring on it) - Beyoncé","Single ladies (put a ring on it) - Beyoncé","Single ladies (put a ring on it) - Beyoncé"
olm,olm_C254b,pink,olesons,1,"Toxic - Britney Spears","Toxic - Britney Spears","Toxic - Britney Spears"
olm,olm_C255a,pink,olesons,1,"La kiffance - Naps","La kiffance - Naps","La kiffance - Naps"
olm,olm_C255b,pink,olesons,1,"Goodbye my lover - James Blunt","Goodbye my lover - James Blunt","Goodbye my lover - James Blunt"
olm,olm_C256a,pink,olesons,1,"Macarena - Los Del Rio","Macarena - Los Del Rio","Macarena - Los Del Rio"
olm,olm_C256b,pink,olesons,1,"J'irai où tu iras - Céline Dion & Jean-Jacques Goldman","J'irai où tu iras - Céline Dion & Jean-Jacques Goldman","J'irai où tu iras - Céline Dion & Jean-Jacques Goldman"
olm,olm_C257a,pink,olesons,1,"Laissez-moi danser - Dalida","Laissez-moi danser - Dalida","Laissez-moi danser - Dalida"
olm,olm_C257b,pink,olesons,1,"Umbrella - Rihanna et Jay-Z","Umbrella - Rihanna et Jay-Z","Umbrella - Rihanna et Jay-Z"
olm,olm_C258a,pink,olesons,1,"Y.M.C.A. - Village People","Y.M.C.A. - Village People","Y.M.C.A. - Village People"
olm,olm_C258b,pink,olesons,1,"Générique des Simpsons - Générique","Générique des Simpsons - Générique","Générique des Simpsons - Générique"
olm,olm_C259a,pink,olesons,1,"Billie Jean - Michael Jackson","Billie Jean - Michael Jackson","Billie Jean - Michael Jackson"
olm,olm_C259b,pink,olesons,1,"Angela - Saïan Supa Crew / Hatik","Angela - Saïan Supa Crew / Hatik","Angela - Saïan Supa Crew / Hatik"
olm,olm_C260a,pink,olesons,1,"Générique de Friends - Générique","Générique de Friends - Générique","Générique de Friends - Générique"
olm,olm_C260b,pink,olesons,1,"Freed from desire - Gala","Freed from desire - Gala","Freed from desire - Gala"
olm,olm_C261a,pink,olesons,1,"Waka Waka - Shakira","Waka Waka - Shakira","Waka Waka - Shakira"
olm,olm_C261b,pink,olesons,1,"Résiste - France Gall","Résiste - France Gall","Résiste - France Gall"
olm,olm_C262a,pink,olesons,1,"On va s'aimer - Gilbert Montagné","On va s'aimer - Gilbert Montagné","On va s'aimer - Gilbert Montagné"
olm,olm_C262b,pink,olesons,1,"Wonderwall - Oasis","Wonderwall - Oasis","Wonderwall - Oasis"
olm,olm_C263a,pink,olesons,1,"Like a Virgin - Madonna","Like a Virgin - Madonna","Like a Virgin - Madonna"
olm,olm_C263b,pink,olesons,1,"Wannabe - Spice Girls","Wannabe - Spice Girls","Wannabe - Spice Girls"
olm,olm_C264a,pink,olesons,1,"Mistral gagnant - Renaud","Mistral gagnant - Renaud","Mistral gagnant - Renaud"
olm,olm_C264b,pink,olesons,1,"Poker Face - Lady Gaga","Poker Face - Lady Gaga","Poker Face - Lady Gaga"
olm,olm_C265a,pink,olesons,1,"Sur ma route - Black M","Sur ma route - Black M","Sur ma route - Black M"
olm,olm_C265b,pink,olesons,1,"I'm So Excited - The Pointer Sisters","I'm So Excited - The Pointer Sisters","I'm So Excited - The Pointer Sisters"
olm,olm_C266a,pink,olesons,1,"Relax, take it easy - MIKA","Relax, take it easy - MIKA","Relax, take it easy - MIKA"
olm,olm_C266b,pink,olesons,1,"La vie en rose - Edith Piaf","La vie en rose - Edith Piaf","La vie en rose - Edith Piaf"
olm,olm_C267a,pink,olesons,1,"Libérée, délivrée - La Reine des Neiges","Libérée, délivrée - La Reine des Neiges","Libérée, délivrée - La Reine des Neiges"
olm,olm_C267b,pink,olesons,1,"Chandelier - Sia","Chandelier - Sia","Chandelier - Sia"
olm,olm_C268a,pink,olesons,1,"Juste une photo de toi - M. Pokora","Juste une photo de toi - M. Pokora","Juste une photo de toi - M. Pokora"
olm,olm_C268b,pink,olesons,1,"Les Champs-Elysées - Joe Dassin","Les Champs-Elysées - Joe Dassin","Les Champs-Elysées - Joe Dassin"
olm,olm_C269a,pink,olesons,1,"Et c'est parti - Nadiya","Et c'est parti - Nadiya","Et c'est parti - Nadiya"
olm,olm_C269b,pink,olesons,1,"Le temps - Tayc","Le temps - Tayc","Le temps - Tayc"
olm,olm_C270a,pink,olesons,1,"Je l'aime à mourir - Francis Cabrel","Je l'aime à mourir - Francis Cabrel","Je l'aime à mourir - Francis Cabrel"
olm,olm_C270b,pink,olesons,1,"The Sound of Silence - Simon & Garfunkel / Disturbed","The Sound of Silence - Simon & Garfunkel / Disturbed","The Sound of Silence - Simon & Garfunkel / Disturbed"
olm,olm_C271a,pink,olesons,1,"Shape of you - Ed Sheeran","Shape of you - Ed Sheeran","Shape of you - Ed Sheeran"



olm,olm_C201a,pink,olesons,3,"Donne-moi ton cœur, baby, ton corps baby... donne-moi ton bon vieux funk, ton rock baby - Ophelie Winter","Donne-moi ton cœur, baby, ton corps baby... donne-moi ton bon vieux funk, ton rock baby - Ophelie Winter","Donne-moi ton cœur, baby, ton corps baby... donne-moi ton bon vieux funk, ton rock baby - Ophelie Winter"
olm,olm_C201b,pink,olesons,3,"Joe le taxi ... c'est sa vie - Vanessa Paradis","Joe le taxi ... c'est sa vie - Vanessa Paradis","Joe le taxi ... c'est sa vie - Vanessa Paradis"
olm,olm_C202a,pink,olesons,3,"j'ai deux amis qui Le temps est bon, le ciel est bleu... sont aussi mes amoureux - Bon Entendeur","j'ai deux amis qui Le temps est bon, le ciel est bleu... sont aussi mes amoureux - Bon Entendeur","j'ai deux amis qui Le temps est bon, le ciel est bleu... sont aussi mes amoureux - Bon Entendeur"
olm,olm_C202b,pink,olesons,3,"cha cha cha C'est l'amour à la plage ... ah-ouh, - Niagara","cha cha cha C'est l'amour à la plage ... ah-ouh, - Niagara","cha cha cha C'est l'amour à la plage ... ah-ouh, - Niagara"
olm,olm_C203a,pink,olesons,3,"Je t'aime, je t'aime... comme un fou, comme un soldat, comme une star de cinéma - Lara Fabian","Je t'aime, je t'aime... comme un fou, comme un soldat, comme une star de cinéma - Lara Fabian","Je t'aime, je t'aime... comme un fou, comme un soldat, comme une star de cinéma - Lara Fabian"
olm,olm_C203b,pink,olesons,3,"Je viens du ciel et les étoiles entre elles... ne parlent que de toi - Téléphone","Je viens du ciel et les étoiles entre elles... ne parlent que de toi - Téléphone","Je viens du ciel et les étoiles entre elles... ne parlent que de toi - Téléphone"
olm,olm_C204a,pink,olesons,3,"Il jouait du piano debout... - Michel Berger","Il jouait du piano debout... - Michel Berger","Il jouait du piano debout... - Michel Berger"
olm,olm_C204b,pink,olesons,3,"Comme si j'n'existais pas... elle est passée à côté de moi - Mylène Farmer","Comme si j'n'existais pas... elle est passée à côté de moi - Mylène Farmer","Comme si j'n'existais pas... elle est passée à côté de moi - Mylène Farmer"
olm,olm_C205a,pink,olesons,3,"Non... rien de rien ... non je ne regrette rien - Edith Piaf","Non... rien de rien ... non je ne regrette rien - Edith Piaf","Non... rien de rien ... non je ne regrette rien - Edith Piaf"
olm,olm_C205b,pink,olesons,3,"A la pêche aux moules, moules, maman - Comptine","A la pêche aux moules, moules, maman - Comptine","A la pêche aux moules, moules, maman - Comptine"
olm,olm_C206a,pink,olesons,3,"Nous on fait l'amour on vit la vie... jour après jour, nuit après nuit - Sinsemilia","Nous on fait l'amour on vit la vie... jour après jour, nuit après nuit - Sinsemilia","Nous on fait l'amour on vit la vie... jour après jour, nuit après nuit - Sinsemilia"
olm,olm_C206b,pink,olesons,3,"Laisse moi zoom zoom zang.... dans ta Benz Benz Benz - Suprême NTM","Laisse moi zoom zoom zang.... dans ta Benz Benz Benz - Suprême NTM","Laisse moi zoom zoom zang.... dans ta Benz Benz Benz - Suprême NTM"
olm,olm_C207a,pink,olesons,3,"Et si tu n'existais pas... dis-moi - Joe Dassin","Et si tu n'existais pas... dis-moi - Joe Dassin","Et si tu n'existais pas... dis-moi - Joe Dassin"
olm,olm_C207b,pink,olesons,3,"On vous souhaite tout le bonheur du monde... - Sinsemilia","On vous souhaite tout le bonheur du monde... - Sinsemilia","On vous souhaite tout le bonheur du monde... - Sinsemilia"
olm,olm_C208a,pink,olesons,3,"Je rêvais d'un autre monde... où la terre serait ronde - Téléphone","Je rêvais d'un autre monde... où la terre serait ronde - Téléphone","Je rêvais d'un autre monde... où la terre serait ronde - Téléphone"
olm,olm_C208b,pink,olesons,3,"Cette année-là... je chantais pour la première fois - Claude François","Cette année-là... je chantais pour la première fois - Claude François","Cette année-là... je chantais pour la première fois - Claude François"
olm,olm_C209a,pink,olesons,3,"En apesanteur Ah aaaaaah, ah ah aaaaah - Calogero","En apesanteur Ah aaaaaah, ah ah aaaaah - Calogero","En apesanteur Ah aaaaaah, ah ah aaaaah - Calogero"
olm,olm_C209b,pink,olesons,3,"Il est venu le temps des cathédrales... - Bruno Pelletier","Il est venu le temps des cathédrales... - Bruno Pelletier","Il est venu le temps des cathédrales... - Bruno Pelletier"
olm,olm_C210a,pink,olesons,3,"Au clair de la lune, mon ami Pierrot prête-moi ta plume, pour un mot écrire - Comptine","Au clair de la lune, mon ami Pierrot prête-moi ta plume, pour un mot écrire - Comptine","Au clair de la lune, mon ami Pierrot prête-moi ta plume, pour un mot écrire - Comptine"
olm,olm_C210b,pink,olesons,3,"Le monde entier est un cactus, il est impossible de s'asseoir - Jacques Dutronc","Le monde entier est un cactus, il est impossible de s'asseoir - Jacques Dutronc","Le monde entier est un cactus, il est impossible de s'asseoir - Jacques Dutronc"
olm,olm_C211a,pink,olesons,3,"Besoin de rien, envie de toi... comme jamais envie de personne - Peter & Sloane","Besoin de rien, envie de toi... comme jamais envie de personne - Peter & Sloane","Besoin de rien, envie de toi... comme jamais envie de personne - Peter & Sloane"
olm,olm_C211b,pink,olesons,3,"Mes chers parents je pars... je vous aime mais je pars - Louane","Mes chers parents je pars... je vous aime mais je pars - Louane","Mes chers parents je pars... je vous aime mais je pars - Louane"
olm,olm_C212a,pink,olesons,3,"Une souris verte, qui courait it dans l'herbe... je l'attrape par la queue, je la montre à ces messieurs - Comptine","Une souris verte, qui courait it dans l'herbe... je l'attrape par la queue, je la montre à ces messieurs - Comptine","Une souris verte, qui courait it dans l'herbe... je l'attrape par la queue, je la montre à ces messieurs - Comptine"
olm,olm_C212b,pink,olesons,3,"Allez viens, je t'emmène je t'emmène au dessus au vent des gens - Johnny Hallyday","Allez viens, je t'emmène je t'emmène au dessus au vent des gens - Johnny Hallyday","Allez viens, je t'emmène je t'emmène au dessus au vent des gens - Johnny Hallyday"
olm,olm_C213a,pink,olesons,3,"On a tous quelque chose en nous de Tennessee - Michel Delpech","On a tous quelque chose en nous de Tennessee - Michel Delpech","On a tous quelque chose en nous de Tennessee - Michel Delpech"
olm,olm_C213b,pink,olesons,3,"Tinky Winky, Dipsy... Laa-laa, Po. - Générique","Tinky Winky, Dipsy... Laa-laa, Po. - Générique","Tinky Winky, Dipsy... Laa-laa, Po. - Générique"
olm,olm_C214a,pink,olesons,3,"Partenaire particulier cherche partenaire particulière ... - Partenaire Particulier","Partenaire particulier cherche partenaire particulière ... - Partenaire Particulier","Partenaire particulier cherche partenaire particulière ... - Partenaire Particulier"
olm,olm_C214b,pink,olesons,3,"Qui de nous deux ? (Qui de nous deux)... Inspire l'autre (inspire l'autre) - -M-","Qui de nous deux ? (Qui de nous deux)... Inspire l'autre (inspire l'autre) - -M-","Qui de nous deux ? (Qui de nous deux)... Inspire l'autre (inspire l'autre) - -M-"
olm,olm_C215a,pink,olesons,3,"Et tu chantes, chantes, chantes... ce refrain qui te plaît - Michel Sardou","Et tu chantes, chantes, chantes... ce refrain qui te plaît - Michel Sardou","Et tu chantes, chantes, chantes... ce refrain qui te plaît - Michel Sardou"
olm,olm_C215b,pink,olesons,3,"J'ai compris tous les mots, j'ai bien... compris, merci - Céline Dion","J'ai compris tous les mots, j'ai bien... compris, merci - Céline Dion","J'ai compris tous les mots, j'ai bien... compris, merci - Céline Dion"
olm,olm_C216a,pink,olesons,3,"Le ciel bleu sur nous peut s'écrouler s'effondrer... - Édith Piaf","Le ciel bleu sur nous peut s'écrouler s'effondrer... - Édith Piaf","Le ciel bleu sur nous peut s'écrouler s'effondrer... - Édith Piaf"
olm,olm_C216b,pink,olesons,3,"Ah ah ah ah ah ... staying alive - Bee Gees","Ah ah ah ah ah ... staying alive - Bee Gees","Ah ah ah ah ah ... staying alive - Bee Gees"
olm,olm_C217a,pink,olesons,3,"Blah, blah, blah, d'la pookie. Ferme la porte ... t'as la pookie dans I'sas - Aya Nakamura","Blah, blah, blah, d'la pookie. Ferme la porte ... t'as la pookie dans I'sas - Aya Nakamura","Blah, blah, blah, d'la pookie. Ferme la porte ... t'as la pookie dans I'sas - Aya Nakamura"
olm,olm_C217b,pink,olesons,3,"Viens danser... sous les sunlights des tropiques - Gilbert Montagné","Viens danser... sous les sunlights des tropiques - Gilbert Montagné","Viens danser... sous les sunlights des tropiques - Gilbert Montagné"
olm,olm_C218a,pink,olesons,3,"Je suis né dans cette caravane ... et nous partons allez viens, allez - Kendji Girac","Je suis né dans cette caravane ... et nous partons allez viens, allez - Kendji Girac","Je suis né dans cette caravane ... et nous partons allez viens, allez - Kendji Girac"
olm,olm_C218b,pink,olesons,3,"C'est un beau roman, c'est une belle histoire... c'est une romance d'aujourd'hui - Michel Fugain","C'est un beau roman, c'est une belle histoire... c'est une romance d'aujourd'hui - Michel Fugain","C'est un beau roman, c'est une belle histoire... c'est une romance d'aujourd'hui - Michel Fugain"
olm,olm_C219a,pink,olesons,3,"Je te donne toutes mes différences... tous ces défauts qui sont autant de chance - Calogero","Je te donne toutes mes différences... tous ces défauts qui sont autant de chance - Calogero","Je te donne toutes mes différences... tous ces défauts qui sont autant de chance - Calogero"
olm,olm_C219b,pink,olesons,3,"Pour un flirt avec toi... je ferais n'importe quoi - Michel Delpech","Pour un flirt avec toi... je ferais n'importe quoi - Michel Delpech","Pour un flirt avec toi... je ferais n'importe quoi - Michel Delpech"
olm,olm_C220a,pink,olesons,3,"Ils m'entraînent au bout de la nuit... les démons de minuit - Images","Ils m'entraînent au bout de la nuit... les démons de minuit - Images","Ils m'entraînent au bout de la nuit... les démons de minuit - Images"
olm,olm_C220b,pink,olesons,3,"C'est chelou, cette façon qu'elle a... de te regarder - Louise Attaque","C'est chelou, cette façon qu'elle a... de te regarder - Louise Attaque","C'est chelou, cette façon qu'elle a... de te regarder - Louise Attaque"
olm,olm_C221a,pink,olesons,3,"Je m'présente, je m'appelle Henri... j'voudrais bien réussir ma vie - Daniel Balavoine","Je m'présente, je m'appelle Henri... j'voudrais bien réussir ma vie - Daniel Balavoine","Je m'présente, je m'appelle Henri... j'voudrais bien réussir ma vie - Daniel Balavoine"
olm,olm_C221b,pink,olesons,3,"J'ai demandé à la lune... si tu voulais encore de moi - Indochine","J'ai demandé à la lune... si tu voulais encore de moi - Indochine","J'ai demandé à la lune... si tu voulais encore de moi - Indochine"
olm,olm_C222a,pink,olesons,3,"C'est ma direction, j'ai pété les plombs sans abandonner... - Sexion d'assaut","C'est ma direction, j'ai pété les plombs sans abandonner... - Sexion d'assaut","C'est ma direction, j'ai pété les plombs sans abandonner... - Sexion d'assaut"
